שם הרשות,שנה,סמל הרשות,מחוז,מרחק מגבול מחוז תל אביב,שנת קבלת מעמד מוניציפלי,מספר חברי מועצה,רמה חברתית-כלכלית (10 הגבוה ביותר),"סה""כ אוכלוסייה בסוף (אלפים)",יהודים ואחרים (אחוז),ערבים (אחוז),"סה""כ גברים בסוף (אלפים)","סה""כ נשים בסוף (אלפים)",יחס תלות (אחוזים),ריבוי טבעי לאלף תושבים,"מאזן הגירה - סה""כ",אחוז עולי 1990+ מסך האוכלוסייה,אחוז גידול האוכלוסייה,"נכנסים מיישובים אחרים - סה""כ",נכנסים מיישובים אחרים - גברים,נכנסים מיישובים אחרים - נשים,נכנסים מיישובים אחרים - גיל 29-15,"יוצאים ליישובים אחרים - סה""כ",יוצאים ליישובים אחרים - גברים,יוצאים ליישובים אחרים - נשים,יוצאים ליישובים אחרים - גיל 29-15,"מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)",מקבלי דמי אבטלה - גברים,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)","שכר חודשי ממוצע של שכיר במשך השנה (ש""ח)","שכר חודשי ממוצע של גברים שכירים במשך השנה (ש""ח)","שכר חודשי ממוצע של נשים שכירות במשך השנה (ש""ח)",אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של שכיר במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של גברים שכירים במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של נשים שכירות במשך השנה,מספר השכירים,אחוז השכירים המשתכרים עד שכר מינימום,מספר העצמאים,"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",אחוז שינוי ראלי של הכנסה חודשית ממוצעת של עצמאי במשך השנה,אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","בתי ספר - סה""כ -","כיתות - סה""כ","תלמידים - סה""כ","ממוצע תלמידים לכיתה - סה""כ",אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,"תקבולי מים (אלפי מ""ק)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","התחלה של הנחת צינורות מים (ק""מ)","התחלה של הנחת צינורות ביוב (ק""מ)","התחלה של הנחת צינורות תיעול (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)","מכוניות פרטיות - סה""כ",גיל ממוצע של רכב פרטי (שנים),"תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים","תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",אשכול פריפריאליות,מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה- מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),"אחוז התושבים בני 20 ומעלה המרגישים ""בטוח"" ו""בטוח מאוד"" ללכת בחשכה באזור המגורים",פונים לרשות המקומית (אחוזים),"סך כולל הכנסות של הרשות (אלפי ש""ח)",סך כולל הכנסות של הרשות - אחוז שינוי ראלי,"סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",סך כולל הוצאות של הרשות - אחוז שינוי ראלי,"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה נוכחית","סה""כ שטח שיפוט בקמ""ר",מגורים - אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,בריאות ורווחה - אחוז משטח השיפוט,שירותים ציבוריים - אחוז משטח השיפוט,"תרבות, פנאי, נופש וספורט - אחוז משטח השיפוט",מסחר - אחוז משטח השיפוט,תעשייה ותשתיות - אחוז משטח השיפוט,תחבורה - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,"מטעים, פרדסים ועצי זית - אחוז משטח השיפוט",שדות מעובדים - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)"
טבריה,1999,6700,הצפון,,1877,17,4,38.4,94.9,,19.1,19.3,,14.2733222931945,100,979,1.79262795014586,"1,021",520,501,468,1806,902,904,892,1052,532,36,3835,4020.0011623691,5118.0622648608,2876.18153712171,1.46429498663296,2.14233384731437,1.33030032608636,15629,44.6,1256,5257.56017781316,-2.1154334349156,44.3,0.398647072707294,24,305,7024,23.0295081967213,,,6037.8,-,-,1.3,-,-,-,-,1.3,4.1,-,6825,6.5,3.1,13.7,,,,,,,,,,218422,7.68900331698026,179985,72379,1.19628581290683,38437,223411,3.69575570312035,85236,15385,2359,35768,"-7,658","-12,908",,,,,,,,10.444,,,,,,,6.2,,,,,,,,6274
טייבה,1999,2730,המרכז,,1990,17,3,27.8,..,,14.1,13.6,,29.6040616553437,1,..,2.96397967132842,111,33,78,63,137,52,85,52,447,325,34,2592,3213.97744352544,3647.75381615224,2367.09698700276,-0.835302030964169,-0.0904446233571221,0.125838979661674,7496,49.9,898,3850.34920193021,-3.40870612693968,57.1,0.327010089935917,13,204,6596,32.3333333333333,,,2928.03,-,-,1.8,-,-,-,-,7.5,3.6,-,3764,9.4,1.0,5.3,,,,,,,,,,60951,-10.3789553771862,53535,42237,-3.92390451141154,7416,68538,-22.6896677219109,25568,4267,412,9267,"-5,736","-5,736",,,,,,,,18.646,,,,,,,-,,,,,,,,5454
טירה,1999,2720,המרכז,,1991,13,4,17.8,..,,9.1,8.8,,25.7844668465143,35,..,2.52057317143353,93,39,54,30,89,31,58,39,75,54,40,1041,3546.37368845843,4120.97918215613,2472.9787037037,1.86742109721523,2.75551698818677,1.22000021708268,4130,47,903,3961.73145071982,-2.44592545694149,50.2,0.361905238093005,9,154,4447,28.8766233766234,,,2099.684,-,-,2,0.8,-,-,-,1.7,1,0.3,2640,8.7,2.0,9.0,,,,,,,,,,65113,4.32768670590997,52029,39148,18.4823222002483,13084,77196,28.0364114616173,24660,3254,2215,17884,"-7,283","-7,283",,,,,,,,11.92,,,,,,,-,,,,,,,,2711
טירת כרמל,1999,2100,חיפה,,1992,15,4,18.2,95.9,,9.0,9.1,,6.15691821282969,176,158,1.69709868936934,651,335,316,244,585,298,287,222,492,284,37,1587,4009.0033471683,5133.64943132109,2837.94524915733,1.9460865391175,3.278946863459,3.67915574595008,7469,43.7,448,4592.62313988095,-3.68418529636264,47.5,0.386638792808662,8,136,3157,23.2132352941176,,,1854.552,1.2,8.6,-,0.4,0.2,0.7,4.6,-,-,-,3387,7.3,1.7,7.3,,,,,,,,,,107531,-7.44258661866201,95115,38201,4.23612148745745,12416,116175,0.228269398265968,63976,1544,694,21165,105,105,,,,,,,,5.024,,,,,,,43.8,,,,,,,,10494
טמרה,1999,8900,הצפון,,1996,15,2,21.9,..,,11.2,10.6,,28.5462718383614,-5,..,2.83697953422725,128,42,86,68,133,42,91,69,468,358,33,3590,2883.21738107838,3281.76565824185,1992.17080479452,-1.3523129623354,-1.65414855413928,5.06420944349857,5669,54.7,576,4848.57696759259,6.23944343976302,37.2,0.313196339567897,12,176,5315,30.1988636363636,,,1539.55,0.6,6.2,3.3,1.1,0.8,-,-,3.3,3.1,0.3,2973,10.1,2.2,12.4,,,,,,,,,,78526,-1.41777821387885,63572,47646,18.714776872729,14954,81606,-6.754043891758,28823,2709,1338,13895,"-4,139","-4,139",,,,,,,,29.315,,,,,,,-,,,,,,,,4596
יבנה,1999,2660,המרכז,,1986,17,6,31.1,98.5,,15.4,15.6,,14.5120230895205,48,153,1.59887522887784,"1,050",492,558,453,1125,565,560,471,781,353,38,2356,5435.73260563557,7268.70727002967,3541.19967540766,-0.150211784625887,2.51682336566135,-1.06678480409878,13261,38.2,943,6686.33395192648,4.56189801996734,34.9,0.457887915201083,14,265,7503,28.3132075471698,,,4474.69,4.7,36.2,0.5,0.5,-,5.8,52.2,0.5,-,-,7299,6.8,1.9,6.4,,,,,,,,,,189567,28.7147353592123,155798,60958,5.60391273947893,33769,209988,16.1925624852358,72200,13027,4024,36803,"-17,387","-30,887",,,,,,,,10.792,,,,,,,17,,,,,,,,7615
יהוד,1999,9400,המרכז,,1995,15,7,20.6,98.9,,10.1,10.5,,10.9528487229863,319,91,2.64323759271244,"1,024",489,535,297,789,365,424,319,402,167,38,446,5767.19898228222,7395.6124609264,4172.10168754349,2.44759014494615,3.52183704235658,3.37818613724119,9482,33.3,801,6836.93622555139,-0.572397907952282,34.5,0.438019442624406,10,169,5097,30.1597633136095,,,2772.62,0.3,2.3,0.1,-,-,1,19.6,0.1,0.1,-,5677,6.9,3.0,8.4,,,,,,,,,,113362,-4.79263216818794,94362,19164,2.10599202972261,19000,121912,-8.72032927768036,39426,10657,8794,16237,"-11,313","-11,313",,,,,,,,4.361,,,,,,,16.5,,,,,,,,7549
ירושלים,1999,3000,ירושלים,,1877,31,5,646.3,67.6,,320.8,325.5,,23.2777256501865,-2512,"4,979",1.98500867918571,"10,015",5066,4949,4962,18011,9174,8837,7239,4132,2102,39,23758,4983.18243451049,5781.76864859068,4087.25127256042,0.251846322955873,0.652275274457748,0.125161558819253,173412,39.9,16638,5859.69995892936,0.55141304155728,51.9,0.480088058238836,409,5025,135883,27.0413930348259,,,57437.517,0.5,7,5.6,20.5,5.2,-,-,5.6,5.3,0.8,106310,7.2,2.9,13.9,,,,,,,,,,2524367,-4.2971030533334,1992972,773843,2.35380134068674,531395,2510973,-10.9518146896062,672160,240263,36566,450284,"-67,717","-67,717",,,,,,,,126.295,,,,,,,5,,,,,,,,11957
כפר סבא,1999,6900,המרכז,,1963,21,8,73.8,97.1,,35.9,37.9,,8.03949900362257,960,854,2.17839595875718,"3,163",1496,1667,994,2932,1478,1454,1193,932,439,41,1729,6128.94010007183,8043.13489657632,4290.57879990105,1.89125076717309,3.05277213555537,2.82288140108442,34342,34.6,2585,7984.57379110251,-0.766348500062464,31.1,0.462093942328476,38,554,16830,30.3790613718412,,,9611.5,0.1,1,2.9,8.1,3.6,0.7,4.4,2.9,0.7,0.4,20608,6,2.8,8.2,,,,,,,,,,321016,-0.775432563860135,287090,93562,-1.28282734794664,33926,349652,-0.463939861649976,133045,26274,1973,47213,"-15,349","-18,498",,,,,,,,14.142,,,,,,,6.8,,,,,,,,9003
כרמיאל,1999,1139,הצפון,,1984,17,6,39.8,90.7,,19.2,20.6,,7.94173478479836,1907,"1,286",5.91535066730474,"2,079",1034,1045,872,1354,668,686,642,1055,504,39,2776,4747.33455156247,6013.89419988319,3451.68957469848,0.69556176533101,0.506992660273276,2.88557316467406,18059,37.3,790,5951.7414556962,7.00802587319433,41,0.394524003666966,17,289,8113,28.0726643598616,,,5674.443,-,-,2.1,9.5,0.1,-,-,13.4,14.6,-,7839,6.2,2.1,9.1,,,,,,,,,,196826,-3.72550869113708,148002,51640,1.46857488369037,48824,213521,5.02806211540636,74492,10479,945,66414,895,895,,,,,,,,18.967,,,,,,,8.2,,,,,,,,8810
לוד,1999,7000,המרכז,,1877,19,4,63.3,76.9,,31.0,32.3,,18.0396631524814,1165,"1,063",3.7369403596109,"3,266",1596,1670,1098,3139,1514,1625,1100,1384,676,39,5661,4399.51946297446,5448.67706377858,3181.91993464052,3.16651353304302,-13.9703306555256,5.66676124358239,25784,38.8,1420,4573.55669014085,-2.31342083670781,49.8,0.369983843438657,35,476,13103,27.5273109243698,,,5763.1,4.1,40.3,-,-,-,4.1,40.3,-,-,-,15974,5.6,1.4,4.5,,,,,,,,,,270902,11.0757726839491,240756,89885,-0.16123485729671,30146,310030,5.23987372654424,132289,17795,2480,34944,"-34,330","-58,330",,,,,,,,12.34,,,,,,,8.1,,,,,,,,9064
מגדל העמק,1999,0874,הצפון,,1988,17,4,23.5,96.1,,11.6,11.9,,11.8130457113508,42,306,1.35263203239424,613,295,318,262,833,406,427,328,651,335,37,2615,4004.91039915966,5154.06312756329,2877.75560063809,0.735027475990679,3.09936680007583,-0.389696947190588,9520,42.4,408,4854.19076797386,-1.12722011031081,46.8,0.374413605125684,21,247,5821,23.5668016194332,,,3189.298,-,-,-,1.5,2.5,-,-,-,-,2.5,4288,6.5,1.1,4.9,,,,,,,,,,123495,6.76247956950242,103433,57475,6.38916989903404,20062,128822,4.12078483060177,50909,7187,470,22269,"-3,120","-7,953",,,,,,,,8.849,,,,,,,49.2,,,,,,,,8929
מעלה אדומים,1999,3616,-,,1991,13,7,23.8,97.9,,11.8,12.0,,21.5864872502772,1095,165,7.08629532979393,"1,823",908,915,617,843,422,421,281,329,145,38,355,5564.7509953389,7044.61032955582,4102.60426319176,-0.195654051019956,-0.154003364821653,-0.168917364794963,10298,28.2,603,5928.75552791598,4.80725255640142,37,0.359989527223348,12,177,5203,29.3954802259887,,,2653.22,-,-,-,-,0.1,-,-,-,-,-,4950,6.8,..,..,,,,,,,,,,151456,15.4860920145747,103481,50267,10.199584388385,47975,162870,18.0331729525799,55570,4086.6,1041,54336,"-5,053","-5,053",,,,,,,,34.514,,,,,,,4.7,,,,,,,,11092
מעלות-תרשיחא,1999,1063,הצפון,,1996,15,5,18.9,71.7,,9.5,9.5,,12.9915635697151,467,455,3.86876957740287,844,443,401,269,751,398,353,288,584,287,38,1588,3944.32734734077,4900.07389202916,2847.61762079338,4.70750028247373,5.08649328720099,5.33038978192726,7615,42,374,6270.30837789661,14.1853969686199,40.9,0.360963803946111,11,169,4489,26.5621301775148,,,2244.91,-,-,-,-,-,-,-,0.3,-,-,3258,7.3,1.1,5.2,,,,,,,,,,133935,1.30627802572545,97526,65110,-3.07320609360637,36409,124157,-10.8017700758916,43606,7470,2650,26715,84,84,,,,,,,,6.77,,,,,,,8.7,,,,,,,,6151
נהרייה,1999,9100,הצפון,,1961,17,6,42.8,94.8,,20.7,22.1,,7.7167282974448,1159,710,3.64675400150132,"2,244",1162,1082,941,1733,867,866,579,908,465,38,2968,5226.78241391274,6673.38090236095,3658.26104602813,3.67962779929274,4.53163169937685,4.60626603518872,19215,35.5,1295,8115.14678249678,5.06796191386709,35.8,0.420565745814278,18,299,8422,28.1672240802676,,,6264.743,3.5,30.3,0.8,2.1,-,1.9,18.8,0.8,2.1,0.1,9637,6.3,2.7,9.5,,,,,,,,,,227997,-8.01053212572706,160307,53093,1.69591387492136,67690,207345,-17.867423583252,82297,13819,1810,47257,219,"-1,781",,,,,,,,9.386,,,,,,,12.8,,,,,,,,7159
נס ציונה,1999,7200,המרכז,,1992,17,7,23.9,98.3,,11.7,12.2,,8.19794624367541,841,138,4.53672168369575,"1,527",16,1511,447,795,399,396,292,449,202,38,910,6087.20750372162,7956.27148071883,4240.27081021088,2.20030415133026,3.39192807305426,2.91704615415496,10748,33.5,809,6804.3274618871,-2.37836602840098,32.4,0.44276033807115,12,173,4869,28.1445086705202,,,2800.502,-,-,4,2.3,0.2,-,-,1.5,0.4,0.3,6450,7.1,1.5,4.3,,,,,,,,,,158724,-1.40669080369485,137715,41119,16.6099880698729,21009,157354,-4.76745426872077,55709,10059,1140,19656,17,"-2,822",,,,,,,,15.278,,,,,,,11.6,,,,,,,,5649
נצרת,1999,7300,הצפון,,1877,19,3,58.3,..,,29.2,29.1,,28.0943638064226,-490,17,1.88316343480616,501,166,335,267,991,415,576,423,1193,967,35,9843,3606.33880383752,4020.4205465587,2782.42075552301,-0.129193879665668,-0.872121978673857,3.03933994888834,16330,47.7,2463,6639.00081201787,-4.44687120007081,34.9,0.37668629286555,43,599,18262,30.4874791318865,,,5617.511,0.7,5.2,1.9,2.1,0.4,1.9,17.2,4.2,0.7,-,10179,8.9,1.5,6.5,,,,,,,,,,181277,-7.74160495783485,141867,79789,3.35648665097781,39410,207171,1.6935664494472,77799,10010,5230,45683,"-19,621","-19,971",,,,,,,,14.445,,,,,,,1,,,,,,,,7922
נצרת עילית,1999,1061,הצפון,,1974,17,5,43.7,85.2,,20.8,22.9,,4.5808786009185,1045,"1,549",2.8652081863091,"1,353",642,711,554,1728,821,907,809,1318,707,39,5152,3961.53390746993,4814.04698782752,3069.25774670697,1.14561543880023,0.140473784784589,4.8994685644838,18956,43.1,777,6194.26533676534,0.59760500201278,40.7,0.384313847002688,15,225,6394,28.4177777777778,,,4657.44,-,0.2,0.2,-,-,-,0.2,1.2,0.2,-,7882,6.1,2.2,10.8,,,,,,,,,,235142,3.25682264289302,200728,92511,-1.58887516757688,34414,233364,-1.42383679797939,111171,11879,1028,33182,546,546,,,,,,,,28.156,,,,,,,16.2,,,,,,,,10707
נשר,1999,2500,חיפה,,1995,15,7,20.4,92.8,,10.0,10.4,,11.2306856888977,73,284,1.57229575082098,"1,042",533,509,472,1175,578,597,445,475,225,38,1116,5261.08861903213,6829.84003186328,3698.10966810967,1.99315854816859,3.61247407903007,2.20340660852469,9223,36.4,430,5602.15872093023,5.27116461580182,41.6,0.411945618001811,9,121,3123,25.8099173553719,,,2252.1,0.6,4.5,1,-,1,1.3,26.1,0.7,0.2,1.6,4430,6.5,3.2,12.3,,,,,,,,,,130544,15.6111750620503,90606,31510,6.69494347910709,39938,120338,-8.58401687806845,52197,4323,958,29778,46,46,,,,,,,,12.118,,,,,,,28,,,,,,,,8076
נתניה,1999,7400,המרכז,,1948,27,6,158.7,94.8,,76.4,82.3,,8.24348413966407,2416,"3,080",2.41844914608802,"4,918",2422,2496,1721,5120,2439,2681,1874,3287,1677,39,14381,4311.32387914693,5480.88200748025,3129.58634544547,1.04842176488711,2.60611298260636,1.13239124877445,63129,45.5,4812,5840.23029232474,-2.49840827707886,41.1,0.441668726581433,61,1074,30820,28.6964618249534,,,17134.99,2.7,33.6,2.2,4.2,3.4,2,29.6,2.2,6.2,2.3,30125,6.4,1.6,6.5,,,,,,,,,,771471,4.27597132116195,670087,221926,17.748075041867,101384,773509,-1.44880270466901,362545,47393,7043,76872,"-26,550","-26,550",,,,,,,,29.066,,,,,,,11.7,,,,,,,,12095
סח'נין,1999,7500,הצפון,,1995,15,2,21.0,..,,10.9,10.0,,29.5802218516639,-15,..,2.78784909358156,110,25,85,66,135,40,95,75,446,357,34,2683,2924.63399788285,3379.21454985973,1904.36476817401,3.38282654265953,5.6719153158489,3.06889291299017,5668,55.8,531,5253.61785938481,1.64064380285174,36.5,0.329775802284317,10,167,5477,32.7964071856287,,,1525.35,2.5,17.5,6.6,-,-,2,14,6.6,12.7,1.1,2826,9.3,2.5,15.3,,,,,,,,,,91628,38.3509797722013,76860,46644,16.7353036749647,14768,107606,33.6736438099138,31349,3598,5462,21703,"-9,043","-15,043",,,,,,,,9.759,,,,,,,-,,,,,,,,5510
עכו,1999,7600,הצפון,,1877,19,3,44.9,72.8,,22.1,22.8,,9.88089396440202,-289,545,0.225612616436209,"1,241",611,630,472,2032,984,1048,785,1388,789,37,6429,3830.41840073491,4746.7367465714,2766.04165551093,-0.678517197985107,-2.16064956870806,3.93378005564591,16147,44.9,992,4764.3061155914,2.33675641660922,47.2,0.374534031342441,24,392,10236,26.1122448979592,,,7028.54,1.2,9.9,17.4,0.5,2.6,1.2,9.9,12.5,-,-,7023,7.5,2.5,13.4,,,,,,,,,,220762,19.9457056631638,191466,81221,2.04641117166533,29296,228922,17.0997491676947,98366,13953,2830,30277,"-7,179","-15,479",,,,,,,,12.021,,,,,,,25.2,,,,,,,,9636
עפולה,1999,7700,הצפון,,1972,17,5,37.6,94.6,,18.1,19.5,,8.67455018368058,201,536,1.44943183351778,"1,182",598,584,485,1445,694,751,597,996,498,37,3585,4359.86204292783,5394.60886807577,3292.55986727589,0.0360701772445626,0.0239345811941849,0.998087352658716,15561,41,961,6080.13926465487,1.97336182464529,46,0.398704031840106,21,317,8715,27.4921135646688,,,4308.538,2.1,48.1,-,-,-,1.7,42.5,-,-,-,7099,6.2,2.6,11.1,,,,,,,,,,202147,24.8984023073139,153903,66165,5.98110488165002,48244,203141,17.7653289540352,98032,11831,1837,34615,"-14,623","-14,623",,,,,,,,28.723,,,,,,,6.2,,,,,,,,5952
ערד,1999,2560,הדרום,,1995,17,6,23.4,89.1,,11.2,12.2,,10.6378350156631,587,937,3.56319801453641,998,514,484,464,1310,672,638,525,651,325,39,3220,4821.62386897443,6327.9338916498,3229.44831387808,0.056773865141313,0.581878790731794,0.195968203538688,10573,39.5,388,5278.7293814433,-1.11979969236175,45.6,0.423015127290735,15,169,4423,26.1715976331361,,,3070.195,4.2,39.9,-,-,-,-,-,-,-,-,3924,6.7,1.5,7.6,,,,,,,,,,125297,-7.50670795425924,111894,62931,4.28748139907462,13403,130690,-9.81681849192854,59602,9522,810,14409,"-4,387","-4,387",,,,,,,,93.355,,,,,,,36.9,,,,,,,,6628
פתח תקווה,1999,7900,המרכז,,1937,27,7,164.3,94.9,,79.6,84.7,,10.08690494212,3193,"3,114",3.07233828972962,"6,906",3422,3484,2704,6548,3266,3282,2379,2433,1212,41,5415,5329.1711696152,6782.24517989288,3905.71117472491,0.800231850397526,2.20406167183158,0.368589522371332,73822,36.2,5276,6861.68742102603,0.418631314918061,37.2,0.430364818685046,83,1095,30522,27.8739726027397,,,18123.203,0.8,4.2,8.6,-,-,1,5.4,9.6,0.4,0.6,47334,5.6,2.5,6.8,,,,,,,,,,843876,-5.61538719232895,752968,142821,13.1778905614706,90908,838225,-10.8019593886091,292344,53176,7907,85257,-,-,,,,,,,,36.522,,,,,,,37,,,,,,,,10716
צפת,1999,8000,הצפון,,1877,17,4,24.3,94.6,,11.8,12.4,,20.7133684079705,-231,248,1.19628193906047,911,459,452,357,1328,677,651,478,455,244,38,2366,4285.58213241437,5379.55808964426,3185.55755214878,2.52186594627313,2.20154298334956,4.07543452951047,7980,42.8,572,4800.30696386946,-0.559586605622509,53.3,0.410214995947273,20,225,5738,25.5022222222222,,,3431.81,1.3,14.7,0.2,0.7,-,0.8,10.8,0.2,1.3,-,3730,7.6,2.3,12.4,,,,,,,,,,166237,32.8468183651702,125786,55958,4.89866531735717,40451,155807,6.41216351943497,48329,10608,2808,30050,29,"-18,971",,,,,,,,28.196,,,,,,,1,,,,,,,,5568
קריית אונו,1999,2620,תל אביב,,1992,17,9,22.7,98.5,,10.9,11.8,,8.74072121930865,-222,72,-0.0922874093605657,"1,076",514,562,386,1346,668,678,429,332,145,39,382,6512.02293209877,8313.31214959225,4819.43220186782,2.81893623983325,3.72689283669052,3.17049459742102,10800,31.9,921,8663.20213536012,-5.38325239244801,30.5,0.460318352240977,9,149,4228,28.3758389261745,,,2492.986,0.9,8.1,0.8,-,-,-,-,0.8,1.2,-,7217,6.3,3.7,9.7,,,,,,,,,,133040,-3.60323625325198,125639,42789,-11.046573269276,7401,142761,-5.28133912405572,35477,12391,3252,12188,"-4,934","-10,895",,,,,,,,3.729,,,,,,,-,,,,,,,,9357
קריית אתא,1999,6800,חיפה,,1967,19,5,47.7,93.9,,23.3,24.3,,6.44139499782098,997,"1,306",2.79634340908113,"1,634",98,1536,606,1861,897,964,790,1198,627,38,3547,4766.95625604616,6276.70896831762,3151.60831009082,0.661671392821428,2.02384527152126,1.70546638303142,19296,40.8,1294,5968.28567748583,-0.762177875184611,40.4,0.420254546099993,19,312,9105,29.1826923076923,,,4558.652,1.1,26.4,-,3.7,-,0.6,5.5,-,1.8,-,9453,6.8,2.6,10.6,,,,,,,,,,232750,1.30926302431884,196106,79431,11.1181057420324,36644,219134,-5.65207994853666,102588,11238,1102,23099,71,"-3,250",,,,,,,,16.38,,,,,,,16,,,,,,,,7430
קריית ביאליק,1999,9500,חיפה,,1976,17,7,36.2,95.4,,17.4,18.9,,3.99727962914128,244,554,1.11015034448134,"1,908",905,1003,663,2142,1048,1094,859,869,411,38,2046,5387.62416801583,6979.79517396184,3804.02243551409,0.129243533162771,0.123927422680548,2.41570503573472,16677,37.5,981,6664.32925586137,2.09741695666934,38.5,0.431728515718559,7,207,6694,32.3381642512077,,,3587.402,0.5,3.2,0.2,1.1,1.1,0.5,3.2,0.2,0.3,-,9163,6,1.5,4.7,,,,,,,,,,160004,-5.18473865158434,139830,36058,-12.7090475239659,20174,158251,-12.0130158309296,87907,7463,986,16192,"-2,229","-5,429",,,,,,,,5.603,,,,,,,17.7,,,,,,,,12089
קריית גת,1999,2630,הדרום,,1972,19,3,47.4,94.8,,23.1,24.2,,11.798564207128,63,890,1.29603490311818,"1,085",546,539,470,1845,909,936,810,1422,682,39,5770,3879.5248028169,4805.57208676434,2848.51299757908,2.12995477344646,1.61279933648373,5.24042061908783,17750,42.4,1153,4883.04228100607,-4.79105139160096,45.2,0.361817675812908,23,397,10473,26.3803526448363,,,6265.702,-,-,1.2,0.5,-,-,-,-,-,-,6691,6.8,2.9,16.4,,,,,,,,,,245098,5.15898666858057,208892,125378,10.5140931780002,36206,275365,1.73216255198032,91437,12219,5598,45434,"-21,039","-21,039",,,,,,,,8.661,,,,,,,28.2,,,,,,,,9959
קריית ים,1999,9600,חיפה,,1976,17,5,39.0,93.3,,18.6,20.4,,1.22139367446644,106,"1,233",0.445795861571369,"1,456",699,757,528,2492,1246,1246,1024,1016,542,39,3794,4303.36982473839,5569.28367916372,3020.36333492651,0.588656611432814,1.90839652339196,1.94307585767064,16851,42.8,767,4983.55508474576,5.49376686052163,45.4,0.408327084585217,13,231,6744,29.1948051948052,,,3304.25,-,-,1.5,-,-,0.1,0.6,1.5,-,-,7032,6.4,2.1,9.9,,,,,,,,,,171263,-1.32526274238092,146542,83784,1.04490738442609,24721,175672,-10.6080708996582,56418,11237,4555,18142,"-10,988","-17,988",,,,,,,,4.419,,,,,,,0.9,,,,,,,,14584
